Company,IsUS,Location HQ,Industry,Number Laid Off,Date of Layoff,Source,Dollars Raised (mil),Stage,Country,Percentage,Job Positions Laid Off Desc,Job Positions Laid Off Specific,Reason Mentioned 1,Reason Mentioned 2,Reason Mentioned 3,Unprofitable,AI Mentioned,AI Relation,Expansion Mentioned,cik,Ticker,Exchange,Stock Delisted,Announced Post-Trading Hours,Stock Return On Closest Trading Date Post-Announcement (t),Stock Return 3 Days Before t,Stock Return 2 Days Before t,Stock Return 1 Day Before t,Stock Return 1 Day After t,Stock Return 2 Days After t,Stock Return 3 Days After t,List of Employees Laid Off
PuduTech,FALSE,Shenzen,Other,1500,7/8/2022,https://www.therobotreport.com/reports-major-layoffs-at-pudu-robotics/,184,Series C,China,,,,,,,,,,,,,,,,,,,,,,,
Butler Hospitality,TRUE,New York City,Food,1000,7/8/2022,https://techcrunch.com/2022/07/08/butler-shows-hundreds-of-employees-the-door-after-raising-50m-for-room-service-delivery/,50,Series B,United States,1,,,,,,,,,,,,,,,,,,,,,,
Calibrate,TRUE,New York City,Healthcare,156,7/8/2022,https://news.bloomberglaw.com/capital-markets/health-startup-calibrate-cuts-24-of-workforce-in-restructuring,127,Series B,United States,0.24,,,,,,,,,,,,,,,,,,,,,,
NextRoll,TRUE,SF Bay Area,Marketing,,7/8/2022,https://www.businessinsider.com/nextroll-lays-off-sales-and-recruitment-staffers-2022-7,108,Unknown,United States,0.03,,,,,,,,,,,,,,,,,,,,,,
Twitter,TRUE,SF Bay Area,Consumer,,7/7/2022,https://www.wsj.com/articles/twitter-lays-off-third-of-talent-team-11657227105,5700,Post-IPO,United States,,Recruiting,Recruiting,Cut costs,Reduced hiring,,,FALSE,,FALSE,,TWTR,NYSE,TRUE,TRUE,,,,,,,,
Argo AI,TRUE,Pittsburgh,Transportation,150,7/7/2022,https://techcrunch.com/2022/07/07/ford-vw-backed-argo-ai-lays-off-150-workers-slows-hiring/,3600,Unknown,United States,0.05,,,,,,,,,,,,,,,,,,,,,,
Next Insurance,TRUE,SF Bay Area,Finance,150,7/7/2022,https://www.calcalistech.com/ctechnews/article/byybineic,881,Series E,United States,0.17,,,,,,,,,,,,,,,,,,,,,,
Adwerx,TRUE,Durham,Marketing,40,7/7/2022,https://www.inman.com/2022/07/08/adwerx-lays-off-40-employees-as-company-slows-new-initiatives/,20,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Emotive,TRUE,Los Angeles,Marketing,30,7/7/2022,https://dot.la/emotive-layoffs-2657628462.html,78,Series B,United States,0.18,,,,,,,,,,,,,,,,,,,,,,
Cedar,TRUE,New York City,Healthcare,,7/7/2022,https://www.businessinsider.com/cedar-layoffs-workers-jobs-cut-healthcare-market-downturn-2022-7,351,Series D,United States,0.24,,,,,,,,,,,,,,,,,,,,,,
Shopify,FALSE,Ottawa,Retail,50,7/6/2022,https://www.theglobeandmail.com/business/article-shopify-compensation-hiring-plans/,122,Post-IPO,Canada,,,,Employee compensation revamp,,,,FALSE,,FALSE,1594805,SHOP,NYSE,FALSE,FALSE,-0.028235267,-0.054765492,0.005441744,0.082457821,0.069309953,0.006793033,-0.091369132,
Remote,TRUE,SF Bay Area,HR,100,7/6/2022,https://www.publico.pt/2022/07/06/economia/noticia/crise-chega-tecnologicas-portugal-remote-despede-9-2012650,496,Series C,United States,0.09,,,,,,,,,,,,,,,,,,,,,,
Anodot,FALSE,Tel Aviv,Data,35,7/6/2022,https://www.calcalistech.com/ctechnews/article/sypfe11ms5,64,Series C,United States,0.27,,,,,,,,,,,,,,,,,,,,,,
Anodot,FALSE,Tel Aviv,Data,35,7/6/2022,https://www.calcalistech.com/ctechnews/article/sypfe11ms5,64,Series C,United States,0.27,,,,,,,,,,,,,,,,,,,,,,
SQream,TRUE,New York City,Data,30,7/6/2022,https://www.calcalistech.com/ctechnews/article/hyvmtrmo9,77,Series B,United States,0.18,,,,,,,,,,,,,,,,,,,,,,
Anodot,FALSE,Tel Aviv,Data,15,7/6/2022,https://www.calcalistech.com/ctechnews/article/sjy5hbre3,64,Series C,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Anodot,FALSE,Tel Aviv,Data,15,7/6/2022,https://www.calcalistech.com/ctechnews/article/sjy5hbre3,64,Series C,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Motif Foodworks,TRUE,Boston,Food,,7/6/2022,https://www.foodnavigator-usa.com/Article/2022/07/06/Layoffs-at-Motif-FoodWorks-We-re-pivoting-our-focus-to-key-priorities-that-we-know-will-return-maximum-ROI#,344,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Loft,FALSE,Sao Paulo,Real Estate,384,7/5/2022,https://startups.com.br/noticias/loft-faz-segunda-rodada-de-demissoes-e-corta-mais-380/,788,Unknown,Brazil,0.12,,,,,,,,,,,,,,,,,,,,,,
Bizzabo,TRUE,New York City,Marketing,120,7/5/2022,https://www.calcalistech.com/ctechnews/article/hysobwfi5,194,Series E,United States,0.3,,,,,,,,,,,,,,,,,,,,,,
eToro,FALSE,Tel Aviv,Finance,100,7/5/2022,https://www.calcalistech.com/ctechnews/article/ryoxm611sc,322,Unknown,Israel,0.06,,,,,,,,,,,,,,,,,,,,,,
Verbit,TRUE,New York City,Data,80,7/5/2022,https://www.calcalistech.com/ctechnews/article/bj4k0azi5,569,Series E,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Outschool,TRUE,SF Bay Area,Education,31,7/5/2022,https://techcrunch.com/2022/07/05/outschool-which-raised-a-series-b-c-and-d-in-12-months-lays-off-18-of-workforce/,240,Series D,United States,0.18,,,,,,,,,,,,,,,,,,,,,,
Bullish,FALSE,Hong Kong,Crypto,30,7/5/2022,https://www.theblock.co/post/155859/bullish-com-cuts-jobs-crypto-exchange,300,Unknown,Hong Kong,0.08,,,,,,,,,,,,,,,,,,,,,,
Transmit Security,TRUE,Boston,Security,27,7/5/2022,https://www.themarker.com/technation/2022-07-05/ty-article/.premium/00000181-cd88-dd1b-a7d1-efffaa730000,583,Series A,United States,0.07,,,,,,,,,,,,,,,,,,,,,,
Thimble,TRUE,New York City,Finance,20,7/5/2022,https://coverager.com/layoffs-at-thimble/,28,Series A,United States,0.33,,,,,,,,,,,,,,,,,,,,,,
Syte,FALSE,Tel Aviv,Retail,13,7/5/2022,https://www.themarker.com/technation/2022-07-04/ty-article/.premium/00000181-ca01-d0be-a5e9-ff132aa30000,71,Series C,Israel,0.08,,,,,,,,,,,,,,,,,,,,,,
Lightricks,FALSE,Jerusalem,Consumer,80,7/4/2022,https://en.globes.co.il/en/article-app-developer-lightricks-lays-off-70-in-israel-1001417020,335,Series D,Israel,0.12,,,,,,,,,,,,,,,,,,,,,,
Chessable,FALSE,London,Consumer,29,7/4/2022,https://dotesports.com/chess/news/chessbase-lays-off-29-employees-citing-new-economic-reality,0,Acquired,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
Sendle,FALSE,Sydney,Logistics,27,7/4/2022,https://www.afr.com/technology/australia-post-disruptor-sendle-airtasker-lead-in-tech-jobs-losses-20220701-p5aydb,69,Series C,Australia,0.12,,,,,,,,,,,,,,,,,,,,,,
Lendis,FALSE,Berlin,Other,18,7/4/2022,https://www.businessinsider.de/gruenderszene/news/news-ticker-lendis-2022-07/,90,Series A,Germany,0.15,,,,,,,,,,,,,,,,,,,,,,
Airtasker,FALSE,Sydney,Consumer,,7/4/2022,https://www.afr.com/technology/australia-post-disruptor-sendle-airtasker-lead-in-tech-jobs-losses-20220701-p5aydb,26,Series C,Australia,,,,,,,,,,,,,,,,,,,,,,,
Gorillas,FALSE,Berlin,Food,540,7/3/2022,https://www.retailfood.it/index.php/2022/07/03/gorillas-flop-lascia-litalia/,1300,Series C,Germany,,,,,,,,,,,,,,,,,,,,,,,
Celsius,TRUE,New York City,Crypto,150,7/3/2022,https://www.calcalistech.com/ctechnews/article/syvuxha99,864,Series B,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
LetsGetChecked,TRUE,New York City,Healthcare,,7/2/2022,https://www.businesspost.ie/tech/tech-unicorn-letsgetchecked-lays-off-staff-including-dublin-workers/,263,Series D,United States,,,,,,,,,,,,,,,,,,,,,,,
Perx Health,FALSE,Sydney,Healthcare,,7/2/2022,https://www.smh.com.au/business/entrepreneurship/everybody-thought-they-were-the-exception-start-ups-optimism-hits-hard-reality-20220630-p5axzk.html,2,Seed,Australia,,,,,,,,,,,,,,,,,,,,,,,
Zepto,FALSE,Brisbane,Finance,,7/2/2022,https://www.smh.com.au/business/entrepreneurship/everybody-thought-they-were-the-exception-start-ups-optimism-hits-hard-reality-20220630-p5axzk.html,25,Series A,Australia,0.1,,,,,,,,,,,,,,,,,,,,,,
Canoo,TRUE,Los Angeles,Transportation,58,7/1/2022,https://www.businessinsider.com/canoo-layoffs-production-goals-electric-vehicle-startup-2022-6,300,Post-IPO,United States,0.06,,"Recruiting, marketing, brand design, engineering",Definite business realignment,Focus on production,Production challenges,,FALSE,,TRUE,1750153,GOEV,NASDAQ,FALSE,FALSE,0.016216274,-0.042253591,-0.004901951,-0.08866994,0.143616995,-0.004651153,0.135513978,
WanderJaunt,TRUE,SF Bay Area,Travel,85,7/1/2022,https://shorttermrentalz.com/news/wanderjaunt-ceases-operations/#.Yr7oNfKExPA.twitter,26,Series B,United States,1,,,,,,,,,,,,,,,,,,,,,,
Bamboo Health,TRUE,Louisville,Healthcare,52,7/1/2022,Internal memo,,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Teleport,TRUE,SF Bay Area,Infrastructure,15,7/1/2022,https://goteleport.com/blog/managing-downturn/,169,Series C,United States,0.06,,,,,,,,,,,,,,,,,,,,,,
Remesh,TRUE,New York City,Support,,7/1/2022,Internal memo,38,Series A,United States,,,,,,,,,,,,,,,,,,,,,,,
Enjoy,TRUE,SF Bay Area,Retail,400,6/30/2022,https://news.crunchbase.com/public/bankruptcy-enjoy-apple-ron-johnson/,310,Post-IPO,United States,0.18,,,Insolvency,COVID-19,,TRUE,FALSE,,FALSE,,ENJY,NASDAQ,TRUE,FALSE,,,,,,,,
Crejo.Fun,FALSE,Bengaluru,Education,170,6/30/2022,https://inc42.com/buzz/exclusive-matrix-backed-edtech-startup-crejo-fun-shuts-down/,3,Seed,India,1,,,,,,,,,,,,,,,,,,,,,,
Stash Financial,TRUE,New York City,Finance,40,6/30/2022,https://www.forbes.com/sites/jeffkauflin/2022/07/28/in-fintech-2022-is-becoming-the-year-of-layoffs/?sh=70ae2b0d20f3,480,Unknown,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
Nate,TRUE,New York City,Retail,30,6/30/2022,https://www.theinformation.com/articles/coatue-backed-shopping-startup-that-exaggerated-tech-capabilities-to-potential-investors-lays-off-20-of-staff,47,Series A,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Snyk,TRUE,Boston,Security,30,6/30/2022,https://snyk.io/blog/announcing-organizational-updates-to-better-serve-our-customers/,849,Series F,United States,,,,,,,,,,,,,,,,,,,,,,,
Stream,TRUE,Boulder,Product,20,6/30/2022,https://twitter.com/gergelyorosz/status/1542559097878466561?s=21&t=j_BKvp6OmyhkImXKMIPJIA,58,Series B,United States,0.12,,,,,,,,,,,,,,,,,,,,,,
Finleap Connect,FALSE,Hamburg,Finance,14,6/30/2022,https://paymentandbanking.com/open-banking-anbieter-finleap-connect-vollzieht-wechsel-an-der-management-spitze/,22,Series A,Germany,0.1,,,,,,,,,,,,,,,,,,,,,,
Abra,TRUE,SF Bay Area,Crypto,12,6/30/2022,https://www.theblock.co/post/155209/abra-becomes-latest-crypto-firm-to-cut-jobs,106,Series C,United States,0.05,,,,,,,,,,,,,,,,,,,,,,
Gavelytics,TRUE,Los Angeles,Legal,,6/30/2022,https://www.lawnext.com/2022/06/litigation-analytics-company-gavelytics-is-shutting-down-tomorrow.html,5,Seed,United States,1,,,,,,,,,,,,,,,,,,,,,,
Secfi,TRUE,SF Bay Area,Finance,,6/30/2022,Internal memo,7,Series A,United States,,,,,,,,,,,,,,,,,,,,,,,
Sundae,TRUE,SF Bay Area,Real Estate,,6/30/2022,https://www.realtrends.com/articles/sundae-lays-off-15-of-employees/,135,Series C,United States,0.15,,,,,,,,,,,,,,,,,,,,,,
Unity,TRUE,SF Bay Area,Other,200,6/29/2022,https://kotaku.com/sources-unity-laying-off-hundreds-of-staffers-1849125482,1300,Post-IPO,United States,0.04,Across the board,"Engineering, sales operations, AI, legal, recruiting, marketing, PR, communications, DT product team, solutions, social impact, M&A, technical marketing, creative",,,,,TRUE,Notable layoff target,TRUE,1810806,U,NYSE,FALSE,TRUE,-0.068319857,-0.052339259,-0.083408492,-0.028037368,0.019554623,0.127597251,-0.024568884,
Toppr,FALSE,Mumbai,Education,350,6/29/2022,https://inc42.com/buzz/after-whitehat-jr-byjus-owned-toppr-lays-off-350-employees/,112,Acquired,India,,,,,,,,,,,,,,,,,,,,,,,
Niantic,TRUE,SF Bay Area,Consumer,85,6/29/2022,https://www.bloomberg.com/news/articles/2022-06-29/pokemon-go-creator-niantic-cancels-four-projects-cuts-jobs#xj4y7vzkg,770,Series D,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
AvantStay,TRUE,Los Angeles,Travel,80,6/29/2022,https://skift.com/blog/avantstay-fires-a-significant-chunk-of-its-employee-roster/,811,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Qumulo,TRUE,Seattle,Data,80,6/29/2022,https://www.geekwire.com/2022/seattle-startup-qumulo-lays-off-80-employees-ceo-cites-economic-conditions-and-reaching-profitability/,347,Series E,United States,0.19,,,,,,,,,,,,,,,,,,,,,,
Clutch,FALSE,Toronto,Transportation,76,6/29/2022,https://betakit.com/clutch-cuts-staff-to-extend-runway-citing-market-conditions/,153,Series B,Canada,0.22,,,,,,,,,,,,,,,,,,,,,,
Parallel Wireless,TRUE,Nashua,Infrastructure,60,6/29/2022,https://www.calcalist.co.il/calcalistech/article/skbud0tc9,8,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Oye Rickshaw,FALSE,New Delhi,Transportation,40,6/29/2022,https://inc42.com/buzz/exclusive-matrix-partners-backed-oye-rickshaw-lays-off-40-employees/,13,Unknown,India,0.2,,,,,,,,,,,,,,,,,,,,,,
Rows,FALSE,Berlin,Other,18,6/29/2022,https://eco.sapo.pt/2022/08/05/onda-de-despedimentos-nas-tech-chega-a-unicornio-talkdesk/,25,Series B,Germany,0.3,,,,,,,,,,,,,,,,,,,,,,
Baton,TRUE,SF Bay Area,Transportation,16,6/29/2022,https://www.freightwaves.com/news/digital-drop-freight-platform-baton-lays-off-25-of-workforce,13,Series A,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
Substack,TRUE,SF Bay Area,Media,13,6/29/2022,https://www.nytimes.com/2022/06/29/business/media/substack-layoffs.html,82,Series B,United States,0.14,,,,,,,,,,,,,,,,,,,,,,
CommentSold,TRUE,Huntsville,Retail,,6/29/2022,Internal memo,,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Degreed,TRUE,SF Bay Area,Education,,6/29/2022,https://www.linkedin.com/posts/degreed_a-note-from-degreed-ceo-david-blake-transparency-activity-6947962317351395328-Xzw7/,411,Series D,United States,0.15,,,,,,,,,,,,,,,,,,,,,,
HomeLight,TRUE,SF Bay Area,Real Estate,,6/29/2022,https://www.linkedin.com/feed/update/urn:li:activity:6947954503673409536/,743,Series D,United States,0.19,,,,,,,,,,,,,,,,,,,,,,
Modsy,TRUE,SF Bay Area,Retail,,6/29/2022,https://techcrunch.com/2022/06/29/modsy-shuts-down-design-services-cutting-roles-and-disrupting-orders/,72,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Volt Bank,FALSE,Sydney,Finance,,6/29/2022,https://www.smh.com.au/business/banking-and-finance/neobank-volt-to-shut-down-return-deposits-to-customers-after-funding-struggles-20220629-p5axl1.html,90,Series E,Australia,1,,,,,,,,,,,,,,,,,,,,,,
Huobi,FALSE,Beijing,Crypto,300,6/28/2022,https://www.coindesk.com/business/2022/06/28/huobi-global-could-cut-over-30-workforce-as-china-crackdown-leads-to-fall-in-revenue/,2,Unknown,China,0.3,,,,,,,,,,,,,,,,,,,,,,
WhiteHat Jr,FALSE,Mumbai,Education,300,6/28/2022,https://techcrunch.com/2022/06/28/byjus-unit-whitehat-jr-cuts-300-jobs/,11,Acquired,India,,,,,,,,,,,,,,,,,,,,,,,
StockX,TRUE,Detroit,Retail,120,6/28/2022,https://www.theinformation.com/briefings/stockx-cuts-8-of-its-staff,690,Series E,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
StockX,TRUE,Detroit,Retail,120,6/28/2022,https://www.theinformation.com/briefings/stockx-cuts-8-of-its-staff,690,Series E,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
Sidecar Health,TRUE,Los Angeles,Healthcare,110,6/28/2022,Internal memo,163,Series C,United States,0.4,,,,,,,,,,,,,,,,,,,,,,
StockX,TRUE,Detroit,Retail,80,6/28/2022,https://www.complex.com/sneakers/stockx-layoffs-november-2022,690,Series E,United States,,,,,,,,,,,,,,,,,,,,,,,
StockX,TRUE,Detroit,Retail,80,6/28/2022,https://www.complex.com/sneakers/stockx-layoffs-november-2022,690,Series E,United States,,,,,,,,,,,,,,,,,,,,,,,
Vezeeta,FALSE,Dubai,Healthcare,50,6/28/2022,https://techcrunch.com/2022/06/28/egyptian-healthtech-startup-vezeeta-cuts-10-of-500-person-staff/?tpcc=tcplustwitter,71,Series D,United Arab Emirates,0.1,,,,,,,,,,,,,,,,,,,,,,
Bright Machines,TRUE,SF Bay Area,Data,30,6/28/2022,https://www.calcalist.co.il/calcalistech/article/rkkjpsuc5,250,Unknown,Israel,0.08,,,,,,,,,,,,,,,,,,,,,,
HealthMatch,FALSE,Sydney,Healthcare,18,6/28/2022,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,20,Series B,Australia,0.5,,,,,,,,,,,,,,,,,,,,,,
Booktopia,FALSE,Sydney,Retail,,6/28/2022,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,23,Series A,Australia,,,,,,,,,,,,,,,,,,,,,,,
Nova Benefits,FALSE,Bengaluru,Healthcare,,6/28/2022,https://entrackr.com/2022/06/exclusive-nova-benefits-lays-off-30-of-its-workforce/,41,Series B,India,0.3,,,,,,,,,,,,,,,,,,,,,,
Una Brands,FALSE,Singapore,Retail,,6/28/2022,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,55,Series A,Singapore,0.1,,,,,,,,,,,,,,,,,,,,,,
Cue Health,TRUE,San Diego,Healthcare,170,6/27/2022,https://www.genomeweb.com/business-news/cue-health-lay-170-people#.YrpDa-zML9t,999,Post-IPO,United States,,,Manufacturing,Macroeconomic conditions,Lack of funding,,,FALSE,,FALSE,1628945,HLTH,NASDAQ,FALSE,TRUE,-0.090425509,0.030444992,-0.036363709,-0.113207502,-0.029239807,-0.036144545,-0.040625035,
UiPath,TRUE,New York City,Data,210,6/27/2022,https://www.cnbc.com/2022/06/27/uipath-to-cut-5percent-of-its-workforce-as-part-of-restructuring-plan.html,2000,Post-IPO,United States,0.05,,,Chase profitability,Definite business realignment,,,FALSE,,FALSE,1734722,PATH,NYSE,FALSE,FALSE,-0.025547421,0.018172398,0.071902081,0.042816346,-0.062734088,-0.013486536,-0.078987315,
Banxa,FALSE,Melbourne,Crypto,70,6/27/2022,https://decrypt.co/103891/australian-crypto-firm-banxa-cut-staff-30-citing-another-crypto-winter,13,Post-IPO,Australia,0.3,,,Lower demand,Market conditions,Cut costs,TRUE,FALSE,,FALSE,,BNXA.V,CDNX,FALSE,FALSE,0.205882394,0.019607825,-0.019230752,0,0.048780441,-0.007751931,-0.015624985,
AppLovin,TRUE,SF Bay Area,Marketing,300,6/27/2022,https://www.bizjournals.com/sanjose/news/2022/06/29/applovin-lays-off-300-workers-report.html,1600,Post-IPO,United States,0.12,,,Macroeconomic conditions,,,FALSE,FALSE,,FALSE,1751008,APP,NASDAQ,FALSE,FALSE,-0.03255112,0.026255655,0.060622924,0.039066641,-0.054512263,-0.019310366,-0.031223647,
Udaan,FALSE,Bengaluru,Retail,180,6/27/2022,https://inc42.com/buzz/exclusive-b2b-ecommerce-unicorn-udaan-lays-off-180-employees/,1500,Unknown,India,0.04,,,,,,,,,,,,,,,,,,,,,,
SafeGraph,TRUE,SF Bay Area,Data,27,6/27/2022,https://www.safegraph.com/blog/setting-up-safegraph-for-a-prosperous-future,61,Series B,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
Amount,TRUE,Chicago,Finance,,6/27/2022,https://techcrunch.com/2022/06/27/fintech-amount-which-was-valued-at-1b-last-year-lays-off-18-of-staff/,283,Unknown,United States,0.18,,,,,,,,,,,,,,,,,,,,,,
Postscript,TRUE,SF Bay Area,Marketing,43,6/26/2022,https://twitter.com/ringmybeller/status/1541154423065427972,106,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
IronNet,TRUE,Washington D.C.,Security,55,6/24/2022,https://ir.ironnet.com/financials/all-sec-filings##document-520-0001193125-22-180852-1,410,Post-IPO,United States,0.17,,,Preserve cash,Optimization,Market conditions,,TRUE,Part of company product,FALSE,,IRNT,NYSE,TRUE,FALSE,,,,,,,,
Bitpanda,FALSE,Vienna,Crypto,270,6/24/2022,https://brutkasten.com/bitpanda-kuendigungen/,546,Series C,Austria,0.27,,,,,,,,,,,,,,,,,,,,,,
Sunday,TRUE,Atlanta,Finance,90,6/24/2022,https://www.lesechos.fr/start-up/ecosysteme/la-fintech-sunday-coupe-dans-ses-effectifs-1415671,124,Series A,United States,0.23,,,,,,,,,,,,,,,,,,,,,,
Bestow,TRUE,Dallas,Finance,41,6/24/2022,https://coverager.com/layoffs-at-bestow/,137,Series C,United States,0.14,,,,,,,,,,,,,,,,,,,,,,
Ethos Life,TRUE,SF Bay Area,Finance,40,6/24/2022,https://www.coverager.com/ethos-lays-off-40-employees/,406,Series D,United States,0.12,,,,,,,,,,,,,,,,,,,,,,
Feather,TRUE,New York City,Retail,,6/24/2022,Internal memo,76,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Give Legacy,TRUE,Boston,Healthcare,,6/24/2022,https://www.bizjournals.com/boston/news/2022/06/24/male-fertility-startup-legacy-layoffs.html,45,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Netflix,TRUE,SF Bay Area,Media,300,6/23/2022,https://www.cnbc.com/2022/06/23/netflix-lays-off-300-more-employees-as-revenue-growth-continues-to-slow.html,121900,Post-IPO,United States,0.03,,,Cut costs,Slowing revenue growth,Lower demand,,FALSE,,FALSE,1065280,NFLX,NASDAQ,FALSE,FALSE,0.015763918,0.012460273,-0.026209281,0.046691215,0.050299923,-0.008959951,-0.050438793,
Aura,TRUE,Boston,Security,70,6/23/2022,https://www.bankinfosecurity.com/aura-lays-off-70-staff-after-raising-350m-over-past-year-a-19448,500,Series F,United States,0.09,,,,,,,,,,,,,,,,,,,,,,
Pipl,TRUE,Spokane,Security,22,6/23/2022,https://en.globes.co.il/en/article-fake-profile-finder-pipl-firing-22-hiring-50-1001416113,19,Unknown,United States,0.13,,,,,,,,,,,,,,,,,,,,,,
Vouch,TRUE,SF Bay Area,Finance,15,6/23/2022,Internal memo,159,Series C,United States,0.07,,,,,,,,,,,,,,,,,,,,,,
Voyage SMS,TRUE,Los Angeles,Marketing,8,6/23/2022,https://dot.la/voyage-fires-staffers-downturn-continues-2657548730.html,10,Unknown,United States,0.13,,,,,,,,,,,,,,,,,,,,,,
Esper,TRUE,Seattle,Other,,6/23/2022,https://www.geekwire.com/2022/seattle-startup-esper-cuts-12-of-staff-citing-current-economic-climate-as-tech-layoffs-continue/,10,Series A,United States,0.12,,,,,,,,,,,,,,,,,,,,,,
Kune,FALSE,Nairobi,Food,,6/23/2022,https://www.linkedin.com/posts/robinreecht_sad-day-kune-food-closed-down-today-since-activity-6945419207807221760-p9K6/,1,Seed,Kenya,1,,,,,,,,,,,,,,,,,,,,,,
Mark43,TRUE,New York City,Other,,6/23/2022,https://www.linkedin.com/news/story/police-tech-startup-cuts-staff-5904746/,229,Series E,United States,,,,,,,,,,,,,,,,,,,,,,,
Orchard,TRUE,New York City,Real Estate,,6/23/2022,https://www.linkedin.com/posts/orchardhomes_it-is-with-a-lot-of-sadness-that-we-share-activity-6945830698826027008-_3y5/,472,Series D,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Ro,TRUE,New York City,Healthcare,,6/23/2022,https://techcrunch.com/2022/06/23/ro-cuts-18-of-staff-despite-narrowing-focus-raising-additional-capital/,1000,Unknown,United States,0.18,,,,,,,,,,,,,,,,,,,,,,
StreamElements,FALSE,Tel Aviv,Media,,6/23/2022,https://esportsinsider.com/2022/06/streamelements-restructures-20-percent-workforce/,111,Series B,Israel,0.2,,,,,,,,,,,,,,,,,,,,,,
Sprinklr,TRUE,New York City,Support,50,6/22/2022,https://www.businessinsider.com/sprinklr-layoff-marketing-department-martech-2022-7,429,Post-IPO,United States,,Marketing,Marketing,Cut costs,Macroeconomic conditions,Optimization,TRUE,FALSE,,FALSE,1569345,CXM,NYSE,FALSE,FALSE,0.010826832,-0.048355899,0.043699217,-0.010710867,0.08568638,0.03766817,-0.015557421,
MasterClass,TRUE,SF Bay Area,Education,120,6/22/2022,https://techcrunch.com/2022/06/22/masterclass-cuts-20-of-600-person-staff-to-get-to-self-sustainability-faster/,461,Series E,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Bungalow,TRUE,SF Bay Area,Real Estate,70,6/22/2022,Internal memo,171,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Superpedestrian,TRUE,Boston,Transportation,35,6/22/2022,https://techcrunch.com/2022/06/22/superpedestrian-voi-among-the-latest-micromobility-layoffs/,261,Series C,United States,0.07,,,,,,,,,,,,,,,,,,,,,,
Voi,FALSE,Stockholm,Transportation,35,6/22/2022,https://www.voiscooters.com/blog/increased-focus-on-profitability/,515,Series D,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Balto,TRUE,St. Louis,Sales,30,6/22/2022,https://www.bizjournals.com/stlouis/inno/stories/news/2022/06/22/software-startup-balto-lays-off-about-30-employees.html,51,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Ritual,FALSE,Toronto,Food,23,6/22/2022,https://www.linkedin.com/feed/update/urn:li:activity:6945414597742903297/,134,Series C,Canada,0.16,,,,,,,,,,,,,,,,,,,,,,
Mindgeek,FALSE,Luxembourg,Media,,6/22/2022,https://variety.com/2022/digital/news/pornhub-layoffs-nonconsensual-sex-videos-1235300666/,,Unknown,Luxembourg,,,,,,,,,,,,,,,,,,,,,,,
Voly,FALSE,Sydney,Food,,6/22/2022,https://www.smh.com.au/business/entrepreneurship/grocery-delivery-startup-voly-slashes-operations-as-tech-sector-slumps-20220620-p5av60.html,13,Seed,Australia,0.5,,,,,,,,,,,,,,,,,,,,,,
TaskUs,TRUE,Los Angeles,Support,52,6/21/2022,Internal memo,279,Post-IPO,United States,0,,,,,,,,,,1829864,TASK,NASDAQ,FALSE,,-0.014202667,0,-0.091764731,0.003238354,0.009823157,0.10311285,0.048794821,
Ebanx,FALSE,Curitiba,Finance,340,6/21/2022,https://www.reuters.com/technology/brazils-ebanx-lays-off-20-employees-cuts-sweep-tech-sector-2022-06-21/,460,Series B,Brazil,0.2,,,,,,,,,,,,,,,,,,,,,,
